Kachelname_img,Aktualitaet_img,coords,Kachelname_pc,Aktualitaet_pc,diff
dop10rgbi_32_406_5777_1_nw_2022,2022-03-01,"(406, 5777)",3dm_32_406_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_388_5766_1_nw_2022,2022-03-01,"(388, 5766)",3dm_32_388_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_447_5767_1_nw_2022,2022-03-01,"(447, 5767)",3dm_32_447_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_441_5764_1_nw_2022,2022-03-01,"(441, 5764)",3dm_32_441_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_416_5780_1_nw_2022,2022-03-01,"(416, 5780)",3dm_32_416_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_382_5770_1_nw_2022,2022-03-01,"(382, 5770)",3dm_32_382_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_413_5772_1_nw_2022,2022-03-01,"(413, 5772)",3dm_32_413_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_435_5765_1_nw_2022,2022-03-01,"(435, 5765)",3dm_32_435_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_429_5766_1_nw_2022,2022-03-01,"(429, 5766)",3dm_32_429_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_430_5766_1_nw_2022,2022-03-01,"(430, 5766)",3dm_32_430_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_382_5769_1_nw_2022,2022-03-01,"(382, 5769)",3dm_32_382_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_458_5771_1_nw_2022,2022-03-01,"(458, 5771)",3dm_32_458_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_473_5746_1_nw_2022,2022-03-01,"(473, 5746)",3dm_32_473_5746_1_nw,2019-02-01,1124 days
dop10rgbi_32_393_5767_1_nw_2022,2022-03-01,"(393, 5767)",3dm_32_393_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_458_5765_1_nw_2022,2022-03-01,"(458, 5765)",3dm_32_458_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_461_5739_1_nw_2022,2022-03-01,"(461, 5739)",3dm_32_461_5739_1_nw,2019-02-01,1124 days
dop10rgbi_32_393_5773_1_nw_2022,2022-03-01,"(393, 5773)",3dm_32_393_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_412_5781_1_nw_2022,2022-03-01,"(412, 5781)",3dm_32_412_5781_1_nw,2019-02-01,1124 days
dop10rgbi_32_383_5768_1_nw_2022,2022-03-01,"(383, 5768)",3dm_32_383_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_417_5769_1_nw_2022,2022-03-01,"(417, 5769)",3dm_32_417_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_417_5770_1_nw_2022,2022-03-01,"(417, 5770)",3dm_32_417_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_456_5771_1_nw_2022,2022-03-01,"(456, 5771)",3dm_32_456_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_473_5748_1_nw_2022,2022-03-01,"(473, 5748)",3dm_32_473_5748_1_nw,2019-02-01,1124 days
dop10rgbi_32_408_5772_1_nw_2022,2022-03-01,"(408, 5772)",3dm_32_408_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_398_5772_1_nw_2022,2022-03-01,"(398, 5772)",3dm_32_398_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_467_5747_1_nw_2022,2022-03-01,"(467, 5747)",3dm_32_467_5747_1_nw,2019-02-01,1124 days
dop10rgbi_32_399_5767_1_nw_2022,2022-03-01,"(399, 5767)",3dm_32_399_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_447_5773_1_nw_2022,2022-03-01,"(447, 5773)",3dm_32_447_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_409_5767_1_nw_2022,2022-03-01,"(409, 5767)",3dm_32_409_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_410_5767_1_nw_2022,2022-03-01,"(410, 5767)",3dm_32_410_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_451_5772_1_nw_2022,2022-03-01,"(451, 5772)",3dm_32_451_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_403_5773_1_nw_2022,2022-03-01,"(403, 5773)",3dm_32_403_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_424_5789_1_nw_2022,2022-03-01,"(424, 5789)",3dm_32_424_5789_1_nw,2019-02-01,1124 days
dop10rgbi_32_381_5774_1_nw_2022,2022-03-01,"(381, 5774)",3dm_32_381_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_386_5773_1_nw_2022,2022-03-01,"(386, 5773)",3dm_32_386_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_461_5740_1_nw_2022,2022-03-01,"(461, 5740)",3dm_32_461_5740_1_nw,2019-02-01,1124 days
dop10rgbi_32_464_5744_1_nw_2022,2022-03-01,"(464, 5744)",3dm_32_464_5744_1_nw,2019-02-01,1124 days
dop10rgbi_32_397_5771_1_nw_2022,2022-03-01,"(397, 5771)",3dm_32_397_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_428_5773_1_nw_2022,2022-03-01,"(428, 5773)",3dm_32_428_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_418_5789_1_nw_2022,2022-03-01,"(418, 5789)",3dm_32_418_5789_1_nw,2019-02-01,1124 days
dop10rgbi_32_427_5773_1_nw_2022,2022-03-01,"(427, 5773)",3dm_32_427_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_407_5771_1_nw_2022,2022-03-01,"(407, 5771)",3dm_32_407_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_388_5767_1_nw_2022,2022-03-01,"(388, 5767)",3dm_32_388_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_424_5770_1_nw_2022,2022-03-01,"(424, 5770)",3dm_32_424_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_382_5775_1_nw_2022,2022-03-01,"(382, 5775)",3dm_32_382_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_453_5772_1_nw_2022,2022-03-01,"(453, 5772)",3dm_32_453_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_392_5772_1_nw_2022,2022-03-01,"(392, 5772)",3dm_32_392_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_415_5766_1_nw_2022,2022-03-01,"(415, 5766)",3dm_32_415_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_402_5772_1_nw_2022,2022-03-01,"(402, 5772)",3dm_32_402_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_398_5766_1_nw_2022,2022-03-01,"(398, 5766)",3dm_32_398_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_387_5774_1_nw_2022,2022-03-01,"(387, 5774)",3dm_32_387_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_424_5769_1_nw_2022,2022-03-01,"(424, 5769)",3dm_32_424_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_446_5763_1_nw_2022,2022-03-01,"(446, 5763)",3dm_32_446_5763_1_nw,2019-02-01,1124 days
dop10rgbi_32_387_5785_1_nw_2022,2022-03-01,"(387, 5785)",3dm_32_387_5785_1_nw,2019-02-01,1124 days
dop10rgbi_32_411_5776_1_nw_2022,2022-03-01,"(411, 5776)",3dm_32_411_5776_1_nw,2019-02-01,1124 days
dop10rgbi_32_403_5782_1_nw_2022,2022-03-01,"(403, 5782)",3dm_32_403_5782_1_nw,2019-02-01,1124 days
dop10rgbi_32_417_5775_1_nw_2022,2022-03-01,"(417, 5775)",3dm_32_417_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_465_5748_1_nw_2022,2022-03-01,"(465, 5748)",3dm_32_465_5748_1_nw,2019-02-01,1124 days
dop10rgbi_32_452_5775_1_nw_2022,2022-03-01,"(452, 5775)",3dm_32_452_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_449_5774_1_nw_2022,2022-03-01,"(449, 5774)",3dm_32_449_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_450_5774_1_nw_2022,2022-03-01,"(450, 5774)",3dm_32_450_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_419_5775_1_nw_2022,2022-03-01,"(419, 5775)",3dm_32_419_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_420_5775_1_nw_2022,2022-03-01,"(420, 5775)",3dm_32_420_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_447_5772_1_nw_2022,2022-03-01,"(447, 5772)",3dm_32_447_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_447_5775_1_nw_2022,2022-03-01,"(447, 5775)",3dm_32_447_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_460_5749_1_nw_2022,2022-03-01,"(460, 5749)",3dm_32_460_5749_1_nw,2019-02-01,1124 days
dop10rgbi_32_453_5771_1_nw_2022,2022-03-01,"(453, 5771)",3dm_32_453_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_460_5750_1_nw_2022,2022-03-01,"(460, 5750)",3dm_32_460_5750_1_nw,2019-02-01,1124 days
dop10rgbi_32_414_5776_1_nw_2022,2022-03-01,"(414, 5776)",3dm_32_414_5776_1_nw,2019-02-01,1124 days
dop10rgbi_32_458_5770_1_nw_2022,2022-03-01,"(458, 5770)",3dm_32_458_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_455_5773_1_nw_2022,2022-03-01,"(455, 5773)",3dm_32_455_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_458_5769_1_nw_2022,2022-03-01,"(458, 5769)",3dm_32_458_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_408_5774_1_nw_2022,2022-03-01,"(408, 5774)",3dm_32_408_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_398_5774_1_nw_2022,2022-03-01,"(398, 5774)",3dm_32_398_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_406_5773_1_nw_2022,2022-03-01,"(406, 5773)",3dm_32_406_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_414_5773_1_nw_2022,2022-03-01,"(414, 5773)",3dm_32_414_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_391_5774_1_nw_2022,2022-03-01,"(391, 5774)",3dm_32_391_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_401_5774_1_nw_2022,2022-03-01,"(401, 5774)",3dm_32_401_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_425_5776_1_nw_2022,2022-03-01,"(425, 5776)",3dm_32_425_5776_1_nw,2019-02-01,1124 days
dop10rgbi_32_461_5771_1_nw_2022,2022-03-01,"(461, 5771)",3dm_32_461_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_385_5775_1_nw_2022,2022-03-01,"(385, 5775)",3dm_32_385_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_408_5781_1_nw_2022,2022-03-01,"(408, 5781)",3dm_32_408_5781_1_nw,2019-02-01,1124 days
dop10rgbi_32_471_5750_1_nw_2022,2022-03-01,"(471, 5750)",3dm_32_471_5750_1_nw,2019-02-01,1124 days
dop10rgbi_32_471_5749_1_nw_2022,2022-03-01,"(471, 5749)",3dm_32_471_5749_1_nw,2019-02-01,1124 days
dop10rgbi_32_405_5779_1_nw_2022,2022-03-01,"(405, 5779)",3dm_32_405_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_405_5780_1_nw_2022,2022-03-01,"(405, 5780)",3dm_32_405_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_471_5747_1_nw_2022,2022-03-01,"(471, 5747)",3dm_32_471_5747_1_nw,2019-02-01,1124 days
dop10rgbi_32_431_5775_1_nw_2022,2022-03-01,"(431, 5775)",3dm_32_431_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_400_5778_1_nw_2022,2022-03-01,"(400, 5778)",3dm_32_400_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_425_5774_1_nw_2022,2022-03-01,"(425, 5774)",3dm_32_425_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_400_5781_1_nw_2022,2022-03-01,"(400, 5781)",3dm_32_400_5781_1_nw,2019-02-01,1124 days
dop10rgbi_32_393_5775_1_nw_2022,2022-03-01,"(393, 5775)",3dm_32_393_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_403_5775_1_nw_2022,2022-03-01,"(403, 5775)",3dm_32_403_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_449_5773_1_nw_2022,2022-03-01,"(449, 5773)",3dm_32_449_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_405_5783_1_nw_2022,2022-03-01,"(405, 5783)",3dm_32_405_5783_1_nw,2019-02-01,1124 days
dop10rgbi_32_381_5784_1_nw_2022,2022-03-01,"(381, 5784)",3dm_32_381_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_410_5770_1_nw_2022,2022-03-01,"(410, 5770)",3dm_32_410_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_410_5769_1_nw_2022,2022-03-01,"(410, 5769)",3dm_32_410_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_409_5770_1_nw_2022,2022-03-01,"(409, 5770)",3dm_32_409_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_409_5769_1_nw_2022,2022-03-01,"(409, 5769)",3dm_32_409_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_399_5770_1_nw_2022,2022-03-01,"(399, 5770)",3dm_32_399_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_399_5769_1_nw_2022,2022-03-01,"(399, 5769)",3dm_32_399_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_389_5784_1_nw_2022,2022-03-01,"(389, 5784)",3dm_32_389_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_390_5784_1_nw_2022,2022-03-01,"(390, 5784)",3dm_32_390_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_400_5784_1_nw_2022,2022-03-01,"(400, 5784)",3dm_32_400_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_384_5785_1_nw_2022,2022-03-01,"(384, 5785)",3dm_32_384_5785_1_nw,2019-02-01,1124 days
dop10rgbi_32_388_5775_1_nw_2022,2022-03-01,"(388, 5775)",3dm_32_388_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_415_5768_1_nw_2022,2022-03-01,"(415, 5768)",3dm_32_415_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_403_5778_1_nw_2022,2022-03-01,"(403, 5778)",3dm_32_403_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_411_5782_1_nw_2022,2022-03-01,"(411, 5782)",3dm_32_411_5782_1_nw,2019-02-01,1124 days
dop10rgbi_32_394_5771_1_nw_2022,2022-03-01,"(394, 5771)",3dm_32_394_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_404_5771_1_nw_2022,2022-03-01,"(404, 5771)",3dm_32_404_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_455_5772_1_nw_2022,2022-03-01,"(455, 5772)",3dm_32_455_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_453_5774_1_nw_2022,2022-03-01,"(453, 5774)",3dm_32_453_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_427_5778_1_nw_2022,2022-03-01,"(427, 5778)",3dm_32_427_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_383_5773_1_nw_2022,2022-03-01,"(383, 5773)",3dm_32_383_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_375_5785_1_nw_2022,2022-03-01,"(375, 5785)",3dm_32_375_5785_1_nw,2019-02-01,1124 days
dop10rgbi_32_408_5777_1_nw_2022,2022-03-01,"(408, 5777)",3dm_32_408_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_457_5774_1_nw_2022,2022-03-01,"(457, 5774)",3dm_32_457_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_396_5773_1_nw_2022,2022-03-01,"(396, 5773)",3dm_32_396_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_422_5779_1_nw_2022,2022-03-01,"(422, 5779)",3dm_32_422_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_445_5766_1_nw_2022,2022-03-01,"(445, 5766)",3dm_32_445_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_422_5780_1_nw_2022,2022-03-01,"(422, 5780)",3dm_32_422_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_388_5772_1_nw_2022,2022-03-01,"(388, 5772)",3dm_32_388_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_433_5778_1_nw_2022,2022-03-01,"(433, 5778)",3dm_32_433_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_450_5773_1_nw_2022,2022-03-01,"(450, 5773)",3dm_32_450_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_382_5784_1_nw_2022,2022-03-01,"(382, 5784)",3dm_32_382_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_416_5781_1_nw_2022,2022-03-01,"(416, 5781)",3dm_32_416_5781_1_nw,2019-02-01,1124 days
dop10rgbi_32_463_5748_1_nw_2022,2022-03-01,"(463, 5748)",3dm_32_463_5748_1_nw,2019-02-01,1124 days
dop10rgbi_32_413_5783_1_nw_2022,2022-03-01,"(413, 5783)",3dm_32_413_5783_1_nw,2019-02-01,1124 days
dop10rgbi_32_431_5778_1_nw_2022,2022-03-01,"(431, 5778)",3dm_32_431_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_412_5772_1_nw_2022,2022-03-01,"(412, 5772)",3dm_32_412_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_425_5771_1_nw_2022,2022-03-01,"(425, 5771)",3dm_32_425_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_416_5788_1_nw_2022,2022-03-01,"(416, 5788)",3dm_32_416_5788_1_nw,2019-02-01,1124 days
dop10rgbi_32_456_5763_1_nw_2022,2022-03-01,"(456, 5763)",3dm_32_456_5763_1_nw,2019-02-01,1124 days
dop10rgbi_32_382_5766_1_nw_2022,2022-03-01,"(382, 5766)",3dm_32_382_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_408_5783_1_nw_2022,2022-03-01,"(408, 5783)",3dm_32_408_5783_1_nw,2019-02-01,1124 days
dop10rgbi_32_430_5780_1_nw_2022,2022-03-01,"(430, 5780)",3dm_32_430_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_456_5775_1_nw_2022,2022-03-01,"(456, 5775)",3dm_32_456_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_398_5783_1_nw_2022,2022-03-01,"(398, 5783)",3dm_32_398_5783_1_nw,2019-02-01,1124 days
dop10rgbi_32_430_5779_1_nw_2022,2022-03-01,"(430, 5779)",3dm_32_430_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_376_5784_1_nw_2022,2022-03-01,"(376, 5784)",3dm_32_376_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_429_5780_1_nw_2022,2022-03-01,"(429, 5780)",3dm_32_429_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_411_5789_1_nw_2022,2022-03-01,"(411, 5789)",3dm_32_411_5789_1_nw,2019-02-01,1124 days
dop10rgbi_32_429_5779_1_nw_2022,2022-03-01,"(429, 5779)",3dm_32_429_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_407_5780_1_nw_2022,2022-03-01,"(407, 5780)",3dm_32_407_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_451_5764_1_nw_2022,2022-03-01,"(451, 5764)",3dm_32_451_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_423_5787_1_nw_2022,2022-03-01,"(423, 5787)",3dm_32_423_5787_1_nw,2019-02-01,1124 days
dop10rgbi_32_447_5769_1_nw_2022,2022-03-01,"(447, 5769)",3dm_32_447_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_453_5768_1_nw_2022,2022-03-01,"(453, 5768)",3dm_32_453_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_425_5777_1_nw_2022,2022-03-01,"(425, 5777)",3dm_32_425_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_423_5774_1_nw_2022,2022-03-01,"(423, 5774)",3dm_32_423_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_416_5777_1_nw_2022,2022-03-01,"(416, 5777)",3dm_32_416_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_457_5763_1_nw_2022,2022-03-01,"(457, 5763)",3dm_32_457_5763_1_nw,2019-02-01,1124 days
dop10rgbi_32_458_5767_1_nw_2022,2022-03-01,"(458, 5767)",3dm_32_458_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_471_5751_1_nw_2022,2022-03-01,"(471, 5751)",3dm_32_471_5751_1_nw,2019-02-01,1124 days
dop10rgbi_32_403_5766_1_nw_2022,2022-03-01,"(403, 5766)",3dm_32_403_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_393_5766_1_nw_2022,2022-03-01,"(393, 5766)",3dm_32_393_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_417_5788_1_nw_2022,2022-03-01,"(417, 5788)",3dm_32_417_5788_1_nw,2019-02-01,1124 days
dop10rgbi_32_418_5782_1_nw_2022,2022-03-01,"(418, 5782)",3dm_32_418_5782_1_nw,2019-02-01,1124 days
dop10rgbi_32_385_5774_1_nw_2022,2022-03-01,"(385, 5774)",3dm_32_385_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_403_5784_1_nw_2022,2022-03-01,"(403, 5784)",3dm_32_403_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_393_5784_1_nw_2022,2022-03-01,"(393, 5784)",3dm_32_393_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_427_5786_1_nw_2022,2022-03-01,"(427, 5786)",3dm_32_427_5786_1_nw,2019-02-01,1124 days
dop10rgbi_32_381_5766_1_nw_2022,2022-03-01,"(381, 5766)",3dm_32_381_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_422_5787_1_nw_2022,2022-03-01,"(422, 5787)",3dm_32_422_5787_1_nw,2019-02-01,1124 days
dop10rgbi_32_424_5781_1_nw_2022,2022-03-01,"(424, 5781)",3dm_32_424_5781_1_nw,2019-02-01,1124 days
dop10rgbi_32_465_5745_1_nw_2022,2022-03-01,"(465, 5745)",3dm_32_465_5745_1_nw,2019-02-01,1124 days
dop10rgbi_32_447_5770_1_nw_2022,2022-03-01,"(447, 5770)",3dm_32_447_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_419_5778_1_nw_2022,2022-03-01,"(419, 5778)",3dm_32_419_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_419_5781_1_nw_2022,2022-03-01,"(419, 5781)",3dm_32_419_5781_1_nw,2019-02-01,1124 days
dop10rgbi_32_414_5779_1_nw_2022,2022-03-01,"(414, 5779)",3dm_32_414_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_414_5780_1_nw_2022,2022-03-01,"(414, 5780)",3dm_32_414_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_423_5769_1_nw_2022,2022-03-01,"(423, 5769)",3dm_32_423_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_414_5778_1_nw_2022,2022-03-01,"(414, 5778)",3dm_32_414_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_423_5770_1_nw_2022,2022-03-01,"(423, 5770)",3dm_32_423_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_463_5744_1_nw_2022,2022-03-01,"(463, 5744)",3dm_32_463_5744_1_nw,2019-02-01,1124 days
dop10rgbi_32_425_5780_1_nw_2022,2022-03-01,"(425, 5780)",3dm_32_425_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_425_5779_1_nw_2022,2022-03-01,"(425, 5779)",3dm_32_425_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_417_5771_1_nw_2022,2022-03-01,"(417, 5771)",3dm_32_417_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_429_5767_1_nw_2022,2022-03-01,"(429, 5767)",3dm_32_429_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_460_5752_1_nw_2022,2022-03-01,"(460, 5752)",3dm_32_460_5752_1_nw,2019-02-01,1124 days
dop10rgbi_32_430_5767_1_nw_2022,2022-03-01,"(430, 5767)",3dm_32_430_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_420_5777_1_nw_2022,2022-03-01,"(420, 5777)",3dm_32_420_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_419_5777_1_nw_2022,2022-03-01,"(419, 5777)",3dm_32_419_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_408_5779_1_nw_2022,2022-03-01,"(408, 5779)",3dm_32_408_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_408_5780_1_nw_2022,2022-03-01,"(408, 5780)",3dm_32_408_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_420_5781_1_nw_2022,2022-03-01,"(420, 5781)",3dm_32_420_5781_1_nw,2019-02-01,1124 days
dop10rgbi_32_434_5767_1_nw_2022,2022-03-01,"(434, 5767)",3dm_32_434_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_420_5778_1_nw_2022,2022-03-01,"(420, 5778)",3dm_32_420_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_405_5777_1_nw_2022,2022-03-01,"(405, 5777)",3dm_32_405_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_419_5772_1_nw_2022,2022-03-01,"(419, 5772)",3dm_32_419_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_420_5772_1_nw_2022,2022-03-01,"(420, 5772)",3dm_32_420_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_445_5765_1_nw_2022,2022-03-01,"(445, 5765)",3dm_32_445_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_414_5782_1_nw_2022,2022-03-01,"(414, 5782)",3dm_32_414_5782_1_nw,2019-02-01,1124 days
dop10rgbi_32_407_5779_1_nw_2022,2022-03-01,"(407, 5779)",3dm_32_407_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_465_5751_1_nw_2022,2022-03-01,"(465, 5751)",3dm_32_465_5751_1_nw,2019-02-01,1124 days
dop10rgbi_32_460_5753_1_nw_2022,2022-03-01,"(460, 5753)",3dm_32_460_5753_1_nw,2019-02-01,1124 days
dop10rgbi_32_428_5725_1_nw_2021,2021-03-01,"(428, 5725)",3dm_32_428_5725_1_nw,2018-02-01,1124 days
dop10rgbi_32_403_5781_1_nw_2022,2022-03-01,"(403, 5781)",3dm_32_403_5781_1_nw,2019-02-01,1124 days
dop10rgbi_32_439_5766_1_nw_2022,2022-03-01,"(439, 5766)",3dm_32_439_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_440_5766_1_nw_2022,2022-03-01,"(440, 5766)",3dm_32_440_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_411_5778_1_nw_2022,2022-03-01,"(411, 5778)",3dm_32_411_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_460_5746_1_nw_2022,2022-03-01,"(460, 5746)",3dm_32_460_5746_1_nw,2019-02-01,1124 days
dop10rgbi_32_460_5755_1_nw_2022,2022-03-01,"(460, 5755)",3dm_32_460_5755_1_nw,2019-02-01,1124 days
dop10rgbi_32_380_5775_1_nw_2022,2022-03-01,"(380, 5775)",3dm_32_380_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_406_5788_1_nw_2022,2022-03-01,"(406, 5788)",3dm_32_406_5788_1_nw,2019-02-01,1124 days
dop10rgbi_32_466_5751_1_nw_2022,2022-03-01,"(466, 5751)",3dm_32_466_5751_1_nw,2019-02-01,1124 days
