Kachelname_img,Aktualitaet_img,coords,Kachelname_pc,Aktualitaet_pc,diff
dop10rgbi_32_425_5668_1_nw_2021,2021-06-01,"(425, 5668)",3dm_32_425_5668_1_nw,2021-03-01,92 days
dop10rgbi_32_456_5689_1_nw_2021,2021-06-01,"(456, 5689)",3dm_32_456_5689_1_nw,2021-03-01,92 days
dop10rgbi_32_456_5690_1_nw_2021,2021-06-01,"(456, 5690)",3dm_32_456_5690_1_nw,2021-03-01,92 days
dop10rgbi_32_434_5622_1_nw_2021,2021-06-01,"(434, 5622)",3dm_32_434_5622_1_nw,2021-03-01,92 days
dop10rgbi_32_443_5633_1_nw_2021,2021-06-01,"(443, 5633)",3dm_32_443_5633_1_nw,2021-03-01,92 days
dop10rgbi_32_419_5669_1_nw_2021,2021-06-01,"(419, 5669)",3dm_32_419_5669_1_nw,2021-03-01,92 days
dop10rgbi_32_419_5670_1_nw_2021,2021-06-01,"(419, 5670)",3dm_32_419_5670_1_nw,2021-03-01,92 days
dop10rgbi_32_420_5669_1_nw_2021,2021-06-01,"(420, 5669)",3dm_32_420_5669_1_nw,2021-03-01,92 days
dop10rgbi_32_420_5670_1_nw_2021,2021-06-01,"(420, 5670)",3dm_32_420_5670_1_nw,2021-03-01,92 days
dop10rgbi_32_451_5691_1_nw_2021,2021-06-01,"(451, 5691)",3dm_32_451_5691_1_nw,2021-03-01,92 days
dop10rgbi_32_428_5623_1_nw_2021,2021-06-01,"(428, 5623)",3dm_32_428_5623_1_nw,2021-03-01,92 days
dop10rgbi_32_468_5681_1_nw_2021,2021-06-01,"(468, 5681)",3dm_32_468_5681_1_nw,2021-03-01,92 days
dop10rgbi_32_437_5660_1_nw_2021,2021-06-01,"(437, 5660)",3dm_32_437_5660_1_nw,2021-03-01,92 days
dop10rgbi_32_437_5659_1_nw_2021,2021-06-01,"(437, 5659)",3dm_32_437_5659_1_nw,2021-03-01,92 days
dop10rgbi_32_459_5644_1_nw_2021,2021-06-01,"(459, 5644)",3dm_32_459_5644_1_nw,2021-03-01,92 days
dop10rgbi_32_460_5644_1_nw_2021,2021-06-01,"(460, 5644)",3dm_32_460_5644_1_nw,2021-03-01,92 days
dop10rgbi_32_463_5659_1_nw_2021,2021-06-01,"(463, 5659)",3dm_32_463_5659_1_nw,2021-03-01,92 days
dop10rgbi_32_432_5638_1_nw_2021,2021-06-01,"(432, 5638)",3dm_32_432_5638_1_nw,2021-03-01,92 days
dop10rgbi_32_443_5636_1_nw_2021,2021-06-01,"(443, 5636)",3dm_32_443_5636_1_nw,2021-03-01,92 days
dop10rgbi_32_461_5684_1_nw_2021,2021-06-01,"(461, 5684)",3dm_32_461_5684_1_nw,2021-03-01,92 days
dop10rgbi_32_419_5666_1_nw_2021,2021-06-01,"(419, 5666)",3dm_32_419_5666_1_nw,2021-03-01,92 days
dop10rgbi_32_452_5681_1_nw_2021,2021-06-01,"(452, 5681)",3dm_32_452_5681_1_nw,2021-03-01,92 days
dop10rgbi_32_431_5645_1_nw_2021,2021-06-01,"(431, 5645)",3dm_32_431_5645_1_nw,2021-03-01,92 days
dop10rgbi_32_462_5666_1_nw_2021,2021-06-01,"(462, 5666)",3dm_32_462_5666_1_nw,2021-03-01,92 days
dop10rgbi_32_422_5646_1_nw_2021,2021-06-01,"(422, 5646)",3dm_32_422_5646_1_nw,2021-03-01,92 days
dop10rgbi_32_435_5661_1_nw_2021,2021-06-01,"(435, 5661)",3dm_32_435_5661_1_nw,2021-03-01,92 days
dop10rgbi_32_466_5682_1_nw_2021,2021-06-01,"(466, 5682)",3dm_32_466_5682_1_nw,2021-03-01,92 days
dop10rgbi_32_458_5666_1_nw_2021,2021-06-01,"(458, 5666)",3dm_32_458_5666_1_nw,2021-03-01,92 days
dop10rgbi_32_427_5645_1_nw_2021,2021-06-01,"(427, 5645)",3dm_32_427_5645_1_nw,2021-03-01,92 days
dop10rgbi_32_429_5662_1_nw_2021,2021-06-01,"(429, 5662)",3dm_32_429_5662_1_nw,2021-03-01,92 days
dop10rgbi_32_430_5662_1_nw_2021,2021-06-01,"(430, 5662)",3dm_32_430_5662_1_nw,2021-03-01,92 days
dop10rgbi_32_461_5683_1_nw_2021,2021-06-01,"(461, 5683)",3dm_32_461_5683_1_nw,2021-03-01,92 days
dop10rgbi_32_438_5615_1_nw_2021,2021-06-01,"(438, 5615)",3dm_32_438_5615_1_nw,2021-03-01,92 days
dop10rgbi_32_453_5667_1_nw_2021,2021-06-01,"(453, 5667)",3dm_32_453_5667_1_nw,2021-03-01,92 days
dop10rgbi_32_464_5665_1_nw_2021,2021-06-01,"(464, 5665)",3dm_32_464_5665_1_nw,2021-03-01,92 days
dop10rgbi_32_424_5663_1_nw_2021,2021-06-01,"(424, 5663)",3dm_32_424_5663_1_nw,2021-03-01,92 days
dop10rgbi_32_455_5684_1_nw_2021,2021-06-01,"(455, 5684)",3dm_32_455_5684_1_nw,2021-03-01,92 days
dop10rgbi_32_433_5616_1_nw_2021,2021-06-01,"(433, 5616)",3dm_32_433_5616_1_nw,2021-03-01,92 days
dop10rgbi_32_470_5664_1_nw_2021,2021-06-01,"(470, 5664)",3dm_32_470_5664_1_nw,2021-03-01,92 days
dop10rgbi_32_469_5664_1_nw_2021,2021-06-01,"(469, 5664)",3dm_32_469_5664_1_nw,2021-03-01,92 days
dop10rgbi_32_455_5646_1_nw_2021,2021-06-01,"(455, 5646)",3dm_32_455_5646_1_nw,2021-03-01,92 days
dop10rgbi_32_418_5664_1_nw_2021,2021-06-01,"(418, 5664)",3dm_32_418_5664_1_nw,2021-03-01,92 days
dop10rgbi_32_449_5685_1_nw_2021,2021-06-01,"(449, 5685)",3dm_32_449_5685_1_nw,2021-03-01,92 days
dop10rgbi_32_450_5685_1_nw_2021,2021-06-01,"(450, 5685)",3dm_32_450_5685_1_nw,2021-03-01,92 days
dop10rgbi_32_458_5638_1_nw_2021,2021-06-01,"(458, 5638)",3dm_32_458_5638_1_nw,2021-03-01,92 days
dop10rgbi_32_438_5643_1_nw_2021,2021-06-01,"(438, 5643)",3dm_32_438_5643_1_nw,2021-03-01,92 days
dop10rgbi_32_433_5644_1_nw_2021,2021-06-01,"(433, 5644)",3dm_32_433_5644_1_nw,2021-03-01,92 days
dop10rgbi_32_447_5668_1_nw_2021,2021-06-01,"(447, 5668)",3dm_32_447_5668_1_nw,2021-03-01,92 days
dop10rgbi_32_478_5690_1_nw_2021,2021-06-01,"(478, 5690)",3dm_32_478_5690_1_nw,2021-03-01,92 days
dop10rgbi_32_441_5660_1_nw_2021,2021-06-01,"(441, 5660)",3dm_32_441_5660_1_nw,2021-03-01,92 days
dop10rgbi_32_463_5655_1_nw_2021,2021-06-01,"(463, 5655)",3dm_32_463_5655_1_nw,2021-03-01,92 days
dop10rgbi_32_425_5673_1_nw_2021,2021-06-01,"(425, 5673)",3dm_32_425_5673_1_nw,2021-03-01,92 days
dop10rgbi_32_475_5670_1_nw_2021,2021-06-01,"(475, 5670)",3dm_32_475_5670_1_nw,2021-03-01,92 days
dop10rgbi_32_475_5669_1_nw_2021,2021-06-01,"(475, 5669)",3dm_32_475_5669_1_nw,2021-03-01,92 days
dop10rgbi_32_444_5648_1_nw_2021,2021-06-01,"(444, 5648)",3dm_32_444_5648_1_nw,2021-03-01,92 days
dop10rgbi_32_439_5625_1_nw_2021,2021-06-01,"(439, 5625)",3dm_32_439_5625_1_nw,2021-03-01,92 days
dop10rgbi_32_426_5635_1_nw_2021,2021-06-01,"(426, 5635)",3dm_32_426_5635_1_nw,2021-03-01,92 days
dop10rgbi_32_457_5656_1_nw_2021,2021-06-01,"(457, 5656)",3dm_32_457_5656_1_nw,2021-03-01,92 days
dop10rgbi_32_462_5693_1_nw_2021,2021-06-01,"(462, 5693)",3dm_32_462_5693_1_nw,2021-03-01,92 days
dop10rgbi_32_436_5644_1_nw_2021,2021-06-01,"(436, 5644)",3dm_32_436_5644_1_nw,2021-03-01,92 days
dop10rgbi_32_467_5665_1_nw_2021,2021-06-01,"(467, 5665)",3dm_32_467_5665_1_nw,2021-03-01,92 days
dop10rgbi_32_431_5672_1_nw_2021,2021-06-01,"(431, 5672)",3dm_32_431_5672_1_nw,2021-03-01,92 days
dop10rgbi_32_467_5692_1_nw_2021,2021-06-01,"(467, 5692)",3dm_32_467_5692_1_nw,2021-03-01,92 days
dop10rgbi_32_421_5636_1_nw_2021,2021-06-01,"(421, 5636)",3dm_32_421_5636_1_nw,2021-03-01,92 days
dop10rgbi_32_452_5657_1_nw_2021,2021-06-01,"(452, 5657)",3dm_32_452_5657_1_nw,2021-03-01,92 days
dop10rgbi_32_436_5671_1_nw_2021,2021-06-01,"(436, 5671)",3dm_32_436_5671_1_nw,2021-03-01,92 days
dop10rgbi_32_446_5658_1_nw_2021,2021-06-01,"(446, 5658)",3dm_32_446_5658_1_nw,2021-03-01,92 days
dop10rgbi_32_477_5679_1_nw_2021,2021-06-01,"(477, 5679)",3dm_32_477_5679_1_nw,2021-03-01,92 days
dop10rgbi_32_473_5691_1_nw_2021,2021-06-01,"(473, 5691)",3dm_32_473_5691_1_nw,2021-03-01,92 days
dop10rgbi_32_442_5670_1_nw_2021,2021-06-01,"(442, 5670)",3dm_32_442_5670_1_nw,2021-03-01,92 days
dop10rgbi_32_442_5669_1_nw_2021,2021-06-01,"(442, 5669)",3dm_32_442_5669_1_nw,2021-03-01,92 days
dop10rgbi_32_481_5668_1_nw_2021,2021-06-01,"(481, 5668)",3dm_32_481_5668_1_nw,2021-03-01,92 days
dop10rgbi_32_450_5647_1_nw_2021,2021-06-01,"(450, 5647)",3dm_32_450_5647_1_nw,2021-03-01,92 days
dop10rgbi_32_449_5647_1_nw_2021,2021-06-01,"(449, 5647)",3dm_32_449_5647_1_nw,2021-03-01,92 days
dop10rgbi_32_441_5659_1_nw_2021,2021-06-01,"(441, 5659)",3dm_32_441_5659_1_nw,2021-03-01,92 days
dop10rgbi_32_425_5646_1_nw_2021,2021-06-01,"(425, 5646)",3dm_32_425_5646_1_nw,2021-03-01,92 days
dop10rgbi_32_432_5634_1_nw_2021,2021-06-01,"(432, 5634)",3dm_32_432_5634_1_nw,2021-03-01,92 days
dop10rgbi_32_456_5667_1_nw_2021,2021-06-01,"(456, 5667)",3dm_32_456_5667_1_nw,2021-03-01,92 days
dop10rgbi_32_453_5640_1_nw_2021,2021-06-01,"(453, 5640)",3dm_32_453_5640_1_nw,2021-03-01,92 days
dop10rgbi_32_457_5684_1_nw_2021,2021-06-01,"(457, 5684)",3dm_32_457_5684_1_nw,2021-03-01,92 days
dop10rgbi_32_426_5663_1_nw_2021,2021-06-01,"(426, 5663)",3dm_32_426_5663_1_nw,2021-03-01,92 days
dop10rgbi_32_463_5683_1_nw_2021,2021-06-01,"(463, 5683)",3dm_32_463_5683_1_nw,2021-03-01,92 days
dop10rgbi_32_432_5662_1_nw_2021,2021-06-01,"(432, 5662)",3dm_32_432_5662_1_nw,2021-03-01,92 days
dop10rgbi_32_419_5646_1_nw_2021,2021-06-01,"(419, 5646)",3dm_32_419_5646_1_nw,2021-03-01,92 days
dop10rgbi_32_435_5623_1_nw_2021,2021-06-01,"(435, 5623)",3dm_32_435_5623_1_nw,2021-03-01,92 days
dop10rgbi_32_420_5646_1_nw_2021,2021-06-01,"(420, 5646)",3dm_32_420_5646_1_nw,2021-03-01,92 days
dop10rgbi_32_457_5691_1_nw_2021,2021-06-01,"(457, 5691)",3dm_32_457_5691_1_nw,2021-03-01,92 days
dop10rgbi_32_451_5667_1_nw_2021,2021-06-01,"(451, 5667)",3dm_32_451_5667_1_nw,2021-03-01,92 days
dop10rgbi_32_426_5670_1_nw_2021,2021-06-01,"(426, 5670)",3dm_32_426_5670_1_nw,2021-03-01,92 days
dop10rgbi_32_426_5669_1_nw_2021,2021-06-01,"(426, 5669)",3dm_32_426_5669_1_nw,2021-03-01,92 days
dop10rgbi_32_456_5666_1_nw_2021,2021-06-01,"(456, 5666)",3dm_32_456_5666_1_nw,2021-03-01,92 days
dop10rgbi_32_468_5682_1_nw_2021,2021-06-01,"(468, 5682)",3dm_32_468_5682_1_nw,2021-03-01,92 days
dop10rgbi_32_445_5668_1_nw_2021,2021-06-01,"(445, 5668)",3dm_32_445_5668_1_nw,2021-03-01,92 days
dop10rgbi_32_476_5689_1_nw_2021,2021-06-01,"(476, 5689)",3dm_32_476_5689_1_nw,2021-03-01,92 days
dop10rgbi_32_476_5690_1_nw_2021,2021-06-01,"(476, 5690)",3dm_32_476_5690_1_nw,2021-03-01,92 days
dop10rgbi_32_445_5669_1_nw_2021,2021-06-01,"(445, 5669)",3dm_32_445_5669_1_nw,2021-03-01,92 days
dop10rgbi_32_445_5670_1_nw_2021,2021-06-01,"(445, 5670)",3dm_32_445_5670_1_nw,2021-03-01,92 days
dop10rgbi_32_476_5691_1_nw_2021,2021-06-01,"(476, 5691)",3dm_32_476_5691_1_nw,2021-03-01,92 days
dop10rgbi_32_439_5669_1_nw_2021,2021-06-01,"(439, 5669)",3dm_32_439_5669_1_nw,2021-03-01,92 days
dop10rgbi_32_439_5670_1_nw_2021,2021-06-01,"(439, 5670)",3dm_32_439_5670_1_nw,2021-03-01,92 days
dop10rgbi_32_440_5669_1_nw_2021,2021-06-01,"(440, 5669)",3dm_32_440_5669_1_nw,2021-03-01,92 days
dop10rgbi_32_440_5670_1_nw_2021,2021-06-01,"(440, 5670)",3dm_32_440_5670_1_nw,2021-03-01,92 days
dop10rgbi_32_471_5691_1_nw_2021,2021-06-01,"(471, 5691)",3dm_32_471_5691_1_nw,2021-03-01,92 days
dop10rgbi_32_437_5661_1_nw_2021,2021-06-01,"(437, 5661)",3dm_32_437_5661_1_nw,2021-03-01,92 days
dop10rgbi_32_425_5645_1_nw_2021,2021-06-01,"(425, 5645)",3dm_32_425_5645_1_nw,2021-03-01,92 days
dop10rgbi_32_435_5616_1_nw_2021,2021-06-01,"(435, 5616)",3dm_32_435_5616_1_nw,2021-03-01,92 days
dop10rgbi_32_421_5664_1_nw_2021,2021-06-01,"(421, 5664)",3dm_32_421_5664_1_nw,2021-03-01,92 days
dop10rgbi_32_475_5663_1_nw_2021,2021-06-01,"(475, 5663)",3dm_32_475_5663_1_nw,2021-03-01,92 days
dop10rgbi_32_447_5641_1_nw_2021,2021-06-01,"(447, 5641)",3dm_32_447_5641_1_nw,2021-03-01,92 days
dop10rgbi_32_478_5662_1_nw_2021,2021-06-01,"(478, 5662)",3dm_32_478_5662_1_nw,2021-03-01,92 days
dop10rgbi_32_444_5642_1_nw_2021,2021-06-01,"(444, 5642)",3dm_32_444_5642_1_nw,2021-03-01,92 days
dop10rgbi_32_442_5642_1_nw_2021,2021-06-01,"(442, 5642)",3dm_32_442_5642_1_nw,2021-03-01,92 days
dop10rgbi_32_473_5663_1_nw_2021,2021-06-01,"(473, 5663)",3dm_32_473_5663_1_nw,2021-03-01,92 days
dop10rgbi_32_481_5662_1_nw_2021,2021-06-01,"(481, 5662)",3dm_32_481_5662_1_nw,2021-03-01,92 days
dop10rgbi_32_450_5641_1_nw_2021,2021-06-01,"(450, 5641)",3dm_32_450_5641_1_nw,2021-03-01,92 days
dop10rgbi_32_449_5641_1_nw_2021,2021-06-01,"(449, 5641)",3dm_32_449_5641_1_nw,2021-03-01,92 days
dop10rgbi_32_461_5645_1_nw_2021,2021-06-01,"(461, 5645)",3dm_32_461_5645_1_nw,2021-03-01,92 days
dop10rgbi_32_436_5643_1_nw_2021,2021-06-01,"(436, 5643)",3dm_32_436_5643_1_nw,2021-03-01,92 days
dop10rgbi_32_430_5624_1_nw_2021,2021-06-01,"(430, 5624)",3dm_32_430_5624_1_nw,2021-03-01,92 days
dop10rgbi_32_429_5624_1_nw_2021,2021-06-01,"(429, 5624)",3dm_32_429_5624_1_nw,2021-03-01,92 days
dop10rgbi_32_467_5664_1_nw_2021,2021-06-01,"(467, 5664)",3dm_32_467_5664_1_nw,2021-03-01,92 days
dop10rgbi_32_421_5671_1_nw_2021,2021-06-01,"(421, 5671)",3dm_32_421_5671_1_nw,2021-03-01,92 days
dop10rgbi_32_455_5640_1_nw_2021,2021-06-01,"(455, 5640)",3dm_32_455_5640_1_nw,2021-03-01,92 days
dop10rgbi_32_455_5639_1_nw_2021,2021-06-01,"(455, 5639)",3dm_32_455_5639_1_nw,2021-03-01,92 days
dop10rgbi_32_446_5686_1_nw_2021,2021-06-01,"(446, 5686)",3dm_32_446_5686_1_nw,2021-03-01,92 days
dop10rgbi_32_419_5647_1_nw_2021,2021-06-01,"(419, 5647)",3dm_32_419_5647_1_nw,2021-03-01,92 days
dop10rgbi_32_420_5647_1_nw_2021,2021-06-01,"(420, 5647)",3dm_32_420_5647_1_nw,2021-03-01,92 days
dop10rgbi_32_451_5668_1_nw_2021,2021-06-01,"(451, 5668)",3dm_32_451_5668_1_nw,2021-03-01,92 days
dop10rgbi_32_482_5690_1_nw_2021,2021-06-01,"(482, 5690)",3dm_32_482_5690_1_nw,2021-03-01,92 days
dop10rgbi_32_431_5644_1_nw_2021,2021-06-01,"(431, 5644)",3dm_32_431_5644_1_nw,2021-03-01,92 days
dop10rgbi_32_462_5665_1_nw_2021,2021-06-01,"(462, 5665)",3dm_32_462_5665_1_nw,2021-03-01,92 days
dop10rgbi_32_452_5685_1_nw_2021,2021-06-01,"(452, 5685)",3dm_32_452_5685_1_nw,2021-03-01,92 days
dop10rgbi_32_453_5639_1_nw_2021,2021-06-01,"(453, 5639)",3dm_32_453_5639_1_nw,2021-03-01,92 days
dop10rgbi_32_434_5626_1_nw_2021,2021-06-01,"(434, 5626)",3dm_32_434_5626_1_nw,2021-03-01,92 days
dop10rgbi_32_419_5674_1_nw_2021,2021-06-01,"(419, 5674)",3dm_32_419_5674_1_nw,2021-03-01,92 days
dop10rgbi_32_420_5674_1_nw_2021,2021-06-01,"(420, 5674)",3dm_32_420_5674_1_nw,2021-03-01,92 days
dop10rgbi_32_472_5688_1_nw_2021,2021-06-01,"(472, 5688)",3dm_32_472_5688_1_nw,2021-03-01,92 days
dop10rgbi_32_422_5638_1_nw_2021,2021-06-01,"(422, 5638)",3dm_32_422_5638_1_nw,2021-03-01,92 days
dop10rgbi_32_458_5639_1_nw_2021,2021-06-01,"(458, 5639)",3dm_32_458_5639_1_nw,2021-03-01,92 days
dop10rgbi_32_458_5640_1_nw_2021,2021-06-01,"(458, 5640)",3dm_32_458_5640_1_nw,2021-03-01,92 days
dop10rgbi_32_435_5668_1_nw_2021,2021-06-01,"(435, 5668)",3dm_32_435_5668_1_nw,2021-03-01,92 days
dop10rgbi_32_466_5689_1_nw_2021,2021-06-01,"(466, 5689)",3dm_32_466_5689_1_nw,2021-03-01,92 days
dop10rgbi_32_466_5690_1_nw_2021,2021-06-01,"(466, 5690)",3dm_32_466_5690_1_nw,2021-03-01,92 days
dop10rgbi_32_484_5695_1_nw_2021,2021-06-01,"(484, 5695)",3dm_32_484_5695_1_nw,2021-03-01,92 days
dop10rgbi_32_458_5658_1_nw_2021,2021-06-01,"(458, 5658)",3dm_32_458_5658_1_nw,2021-03-01,92 days
dop10rgbi_32_453_5674_1_nw_2021,2021-06-01,"(453, 5674)",3dm_32_453_5674_1_nw,2021-03-01,92 days
dop10rgbi_32_422_5653_1_nw_2021,2021-06-01,"(422, 5653)",3dm_32_422_5653_1_nw,2021-03-01,92 days
dop10rgbi_32_441_5667_1_nw_2021,2021-06-01,"(441, 5667)",3dm_32_441_5667_1_nw,2021-03-01,92 days
dop10rgbi_32_429_5669_1_nw_2021,2021-06-01,"(429, 5669)",3dm_32_429_5669_1_nw,2021-03-01,92 days
dop10rgbi_32_429_5670_1_nw_2021,2021-06-01,"(429, 5670)",3dm_32_429_5670_1_nw,2021-03-01,92 days
dop10rgbi_32_430_5669_1_nw_2021,2021-06-01,"(430, 5669)",3dm_32_430_5669_1_nw,2021-03-01,92 days
dop10rgbi_32_430_5670_1_nw_2021,2021-06-01,"(430, 5670)",3dm_32_430_5670_1_nw,2021-03-01,92 days
dop10rgbi_32_461_5691_1_nw_2021,2021-06-01,"(461, 5691)",3dm_32_461_5691_1_nw,2021-03-01,92 days
dop10rgbi_32_438_5623_1_nw_2021,2021-06-01,"(438, 5623)",3dm_32_438_5623_1_nw,2021-03-01,92 days
dop10rgbi_32_464_5657_1_nw_2021,2021-06-01,"(464, 5657)",3dm_32_464_5657_1_nw,2021-03-01,92 days
dop10rgbi_32_433_5636_1_nw_2021,2021-06-01,"(433, 5636)",3dm_32_433_5636_1_nw,2021-03-01,92 days
dop10rgbi_32_424_5671_1_nw_2021,2021-06-01,"(424, 5671)",3dm_32_424_5671_1_nw,2021-03-01,92 days
dop10rgbi_32_433_5624_1_nw_2021,2021-06-01,"(433, 5624)",3dm_32_433_5624_1_nw,2021-03-01,92 days
dop10rgbi_32_438_5635_1_nw_2021,2021-06-01,"(438, 5635)",3dm_32_438_5635_1_nw,2021-03-01,92 days
dop10rgbi_32_418_5672_1_nw_2021,2021-06-01,"(418, 5672)",3dm_32_418_5672_1_nw,2021-03-01,92 days
dop10rgbi_32_427_5637_1_nw_2021,2021-06-01,"(427, 5637)",3dm_32_427_5637_1_nw,2021-03-01,92 days
dop10rgbi_32_450_5686_1_nw_2021,2021-06-01,"(450, 5686)",3dm_32_450_5686_1_nw,2021-03-01,92 days
dop10rgbi_32_449_5686_1_nw_2021,2021-06-01,"(449, 5686)",3dm_32_449_5686_1_nw,2021-03-01,92 days
dop10rgbi_32_418_5665_1_nw_2021,2021-06-01,"(418, 5665)",3dm_32_418_5665_1_nw,2021-03-01,92 days
dop10rgbi_32_463_5663_1_nw_2021,2021-06-01,"(463, 5663)",3dm_32_463_5663_1_nw,2021-03-01,92 days
dop10rgbi_32_438_5616_1_nw_2021,2021-06-01,"(438, 5616)",3dm_32_438_5616_1_nw,2021-03-01,92 days
dop10rgbi_32_434_5618_1_nw_2021,2021-06-01,"(434, 5618)",3dm_32_434_5618_1_nw,2021-03-01,92 days
dop10rgbi_32_456_5686_1_nw_2021,2021-06-01,"(456, 5686)",3dm_32_456_5686_1_nw,2021-03-01,92 days
dop10rgbi_32_425_5665_1_nw_2021,2021-06-01,"(425, 5665)",3dm_32_425_5665_1_nw,2021-03-01,92 days
dop10rgbi_32_440_5617_1_nw_2021,2021-06-01,"(440, 5617)",3dm_32_440_5617_1_nw,2021-03-01,92 days
dop10rgbi_32_439_5617_1_nw_2021,2021-06-01,"(439, 5617)",3dm_32_439_5617_1_nw,2021-03-01,92 days
dop10rgbi_32_462_5685_1_nw_2021,2021-06-01,"(462, 5685)",3dm_32_462_5685_1_nw,2021-03-01,92 days
dop10rgbi_32_431_5664_1_nw_2021,2021-06-01,"(431, 5664)",3dm_32_431_5664_1_nw,2021-03-01,92 days
dop10rgbi_32_426_5643_1_nw_2021,2021-06-01,"(426, 5643)",3dm_32_426_5643_1_nw,2021-03-01,92 days
dop10rgbi_32_457_5664_1_nw_2021,2021-06-01,"(457, 5664)",3dm_32_457_5664_1_nw,2021-03-01,92 days
dop10rgbi_32_467_5684_1_nw_2021,2021-06-01,"(467, 5684)",3dm_32_467_5684_1_nw,2021-03-01,92 days
dop10rgbi_32_424_5664_1_nw_2021,2021-06-01,"(424, 5664)",3dm_32_424_5664_1_nw,2021-03-01,92 days
dop10rgbi_32_455_5685_1_nw_2021,2021-06-01,"(455, 5685)",3dm_32_455_5685_1_nw,2021-03-01,92 days
dop10rgbi_32_436_5663_1_nw_2021,2021-06-01,"(436, 5663)",3dm_32_436_5663_1_nw,2021-03-01,92 days
dop10rgbi_32_421_5644_1_nw_2021,2021-06-01,"(421, 5644)",3dm_32_421_5644_1_nw,2021-03-01,92 days
dop10rgbi_32_452_5665_1_nw_2021,2021-06-01,"(452, 5665)",3dm_32_452_5665_1_nw,2021-03-01,92 days
dop10rgbi_32_433_5617_1_nw_2021,2021-06-01,"(433, 5617)",3dm_32_433_5617_1_nw,2021-03-01,92 days
dop10rgbi_32_447_5675_1_nw_2021,2021-06-01,"(447, 5675)",3dm_32_447_5675_1_nw,2021-03-01,92 days
dop10rgbi_32_442_5662_1_nw_2021,2021-06-01,"(442, 5662)",3dm_32_442_5662_1_nw,2021-03-01,92 days
dop10rgbi_32_446_5666_1_nw_2021,2021-06-01,"(446, 5666)",3dm_32_446_5666_1_nw,2021-03-01,92 days
dop10rgbi_32_447_5661_1_nw_2021,2021-06-01,"(447, 5661)",3dm_32_447_5661_1_nw,2021-03-01,92 days
dop10rgbi_32_477_5687_1_nw_2021,2021-06-01,"(477, 5687)",3dm_32_477_5687_1_nw,2021-03-01,92 days
dop10rgbi_32_453_5660_1_nw_2021,2021-06-01,"(453, 5660)",3dm_32_453_5660_1_nw,2021-03-01,92 days
dop10rgbi_32_453_5659_1_nw_2021,2021-06-01,"(453, 5659)",3dm_32_453_5659_1_nw,2021-03-01,92 days
dop10rgbi_32_427_5625_1_nw_2021,2021-06-01,"(427, 5625)",3dm_32_427_5625_1_nw,2021-03-01,92 days
dop10rgbi_32_458_5646_1_nw_2021,2021-06-01,"(458, 5646)",3dm_32_458_5646_1_nw,2021-03-01,92 days
dop10rgbi_32_453_5647_1_nw_2021,2021-06-01,"(453, 5647)",3dm_32_453_5647_1_nw,2021-03-01,92 days
dop10rgbi_32_444_5634_1_nw_2021,2021-06-01,"(444, 5634)",3dm_32_444_5634_1_nw,2021-03-01,92 days
dop10rgbi_32_419_5654_1_nw_2021,2021-06-01,"(419, 5654)",3dm_32_419_5654_1_nw,2021-03-01,92 days
dop10rgbi_32_420_5654_1_nw_2021,2021-06-01,"(420, 5654)",3dm_32_420_5654_1_nw,2021-03-01,92 days
dop10rgbi_32_451_5675_1_nw_2021,2021-06-01,"(451, 5675)",3dm_32_451_5675_1_nw,2021-03-01,92 days
dop10rgbi_32_463_5675_1_nw_2021,2021-06-01,"(463, 5675)",3dm_32_463_5675_1_nw,2021-03-01,92 days
dop10rgbi_32_432_5654_1_nw_2021,2021-06-01,"(432, 5654)",3dm_32_432_5654_1_nw,2021-03-01,92 days
dop10rgbi_32_468_5674_1_nw_2021,2021-06-01,"(468, 5674)",3dm_32_468_5674_1_nw,2021-03-01,92 days
dop10rgbi_32_437_5653_1_nw_2021,2021-06-01,"(437, 5653)",3dm_32_437_5653_1_nw,2021-03-01,92 days
dop10rgbi_32_470_5671_1_nw_2021,2021-06-01,"(470, 5671)",3dm_32_470_5671_1_nw,2021-03-01,92 days
dop10rgbi_32_469_5671_1_nw_2021,2021-06-01,"(469, 5671)",3dm_32_469_5671_1_nw,2021-03-01,92 days
dop10rgbi_32_438_5650_1_nw_2021,2021-06-01,"(438, 5650)",3dm_32_438_5650_1_nw,2021-03-01,92 days
dop10rgbi_32_438_5649_1_nw_2021,2021-06-01,"(438, 5649)",3dm_32_438_5649_1_nw,2021-03-01,92 days
dop10rgbi_32_474_5673_1_nw_2021,2021-06-01,"(474, 5673)",3dm_32_474_5673_1_nw,2021-03-01,92 days
dop10rgbi_32_443_5652_1_nw_2021,2021-06-01,"(443, 5652)",3dm_32_443_5652_1_nw,2021-03-01,92 days
dop10rgbi_32_442_5643_1_nw_2021,2021-06-01,"(442, 5643)",3dm_32_442_5643_1_nw,2021-03-01,92 days
dop10rgbi_32_473_5664_1_nw_2021,2021-06-01,"(473, 5664)",3dm_32_473_5664_1_nw,2021-03-01,92 days
dop10rgbi_32_480_5672_1_nw_2021,2021-06-01,"(480, 5672)",3dm_32_480_5672_1_nw,2021-03-01,92 days
dop10rgbi_32_479_5672_1_nw_2021,2021-06-01,"(479, 5672)",3dm_32_479_5672_1_nw,2021-03-01,92 days
dop10rgbi_32_448_5651_1_nw_2021,2021-06-01,"(448, 5651)",3dm_32_448_5651_1_nw,2021-03-01,92 days
